source,storefront,platform,title,price_usd,original_price_usd,discount_pct,product_url,release_date,review_score,genres,tags
gog,GOG,PC,Offworld Trading Company - Market Corrections,3.99,3.99,0.0,https://www.gog.com/en/game/offworld_trading_company_market_corrections,2019-02-28,,"Simulation, Strategy, Sci-fi",
gog,GOG,PC,The Excavation of Hob's Barrow - Art Book,2.99,2.99,0.0,https://www.gog.com/en/game/the_excavation_of_hobs_barrow_art_book,2022-09-28,,"Adventure, Point-and-click, Puzzle",
gog,GOG,PC,#DRIVE Rally,19.99,19.99,0.0,https://www.gog.com/en/game/drive_rally,2025-04-16,,"Racing, Arcade, Rally",
gog,GOG,PC,1000xRESIST,19.99,19.99,0.0,https://www.gog.com/en/game/1000xresist,2024-05-09,,"Adventure, Puzzle, Narrative",
gog,GOG,PC,140,0.99,4.99,80.0,https://www.gog.com/en/game/140_game,2013-10-16,36.0,"Action, Arcade, Platformer",
gog,GOG,PC,140 Soundtrack,0.99,4.99,80.0,https://www.gog.com/en/game/140_soundtrack,2017-06-20,34.0,"Action, Arcade, Platformer",
gog,GOG,PC,1428: Shadows over Silesia,3.99,19.99,80.0,https://www.gog.com/en/game/1428_shadows_over_silesia,2022-10-04,,"Action, Adventure, Fantasy",
gog,GOG,PC,1428: Shadows over Silesia - Deluxe Edition,4.67,23.37,80.0,https://www.gog.com/en/game/1428_shadows_over_silesia_deluxe_edition,2022-10-04,,"Action, Adventure, Fantasy",
gog,GOG,PC,1428: Shadows over Silesia - Tourney at the Bear Rock,3.99,7.99,50.0,https://www.gog.com/en/game/1428_shadows_over_silesia_tourney_at_the_bear_rock,2024-11-11,,"Action, Adventure, Fantasy",
gog,GOG,PC,1428: Shadows over Silesia Soundtrack,0.99,4.99,80.0,https://www.gog.com/en/game/1428_shadows_over_silesia_soundtrack,2022-10-04,,"Action, Adventure, Fantasy",
gog,GOG,PC,15 Days,9.99,9.99,0.0,https://www.gog.com/en/game/15_days,2010-06-25,30.0,"Adventure, Point-and-click, Detective-mystery",
gog,GOG,PC,18 Wheels of Steel Collection #1,12.49,24.99,50.0,https://www.gog.com/en/game/18_wheels_of_steel_collection_1,2021-02-05,,"Simulation, Real-time, Modern",
gog,GOG,PC,18 Wheels of Steel Collection #2,12.49,24.99,50.0,https://www.gog.com/en/game/18_wheels_of_steel_collection_2,2021-02-05,,"Simulation, Real-time, Modern",
gog,GOG,PC,18 Wheels of Steel: Across America,4.49,9.99,55.0,https://www.gog.com/en/game/18_wheels_of_steel_across_america,2003-09-23,,"Simulation, Real-time, Modern",
gog,GOG,PC,18 Wheels of Steel: American Long Haul,4.49,9.99,55.0,https://www.gog.com/en/game/18_wheels_of_steel_american_long_haul,2007-12-03,,"Simulation, Real-time, Modern",
gog,GOG,PC,18 Wheels of Steel: Convoy,4.49,9.99,55.0,https://www.gog.com/en/game/18_wheels_of_steel_convoy,2005-09-01,,"Simulation, Real-time, Modern",
gog,GOG,PC,18 Wheels of Steel: Extreme Trucker,4.49,9.99,55.0,https://www.gog.com/en/game/18_wheels_of_steel_extreme_trucker,2009-09-23,,"Simulation, Real-time, Modern",
gog,GOG,PC,18 Wheels of Steel: Extreme Trucker 2,4.49,9.99,55.0,https://www.gog.com/en/game/18_wheels_of_steel_extreme_trucker_2,2011-01-06,,"Simulation, Real-time, Modern",
gog,GOG,PC,18 Wheels of Steel: Hard Truck,4.49,9.99,55.0,https://www.gog.com/en/game/18_wheels_of_steel_hard_truck,2002-08-31,,"Simulation, Real-time, Modern",
gog,GOG,PC,18 Wheels of Steel: Haulin’,4.49,9.99,55.0,https://www.gog.com/en/game/18_wheels_of_steel_haulin,2006-12-08,,"Simulation, Real-time, Modern",
gog,GOG,PC,18 Wheels of Steel: Pedal to the Metal,4.49,9.99,55.0,https://www.gog.com/en/game/18_wheels_of_steel_pedal_to_the_metal,2004-08-30,,"Simulation, Real-time, Modern",
gog,GOG,PC,1849: Gold Edition,5.09,16.99,70.0,https://www.gog.com/en/game/1849_the_gold_rush,2014-05-08,21.0,"Simulation, Economic, Historical",
gog,GOG,PC,1942: The Pacific Air War,1.19,5.99,80.0,https://www.gog.com/en/game/1942_the_pacific_air_war,1994-01-01,39.0,"Simulation, Strategy, Historical",
gog,GOG,PC,1954 Alcatraz,0.99,9.99,90.0,https://www.gog.com/en/game/1954_alcatraz,2014-03-11,30.0,"Adventure, Point-and-click, Puzzle",
gog,GOG,PC,1971 Project Helios,4.64,14.99,69.0,https://www.gog.com/en/game/1971_project_helios,2020-06-09,26.0,"Strategy, Turn-based, Sci-fi",
gog,GOG,PC,1979 Revolution: Black Friday,9.99,9.99,0.0,https://www.gog.com/en/game/revolution_1979_black_friday,2016-04-05,34.0,"Adventure, Action, Historical",
gog,GOG,PC,1979 Revolution: Black Friday - Original Soundtrack,4.99,4.99,0.0,https://www.gog.com/en/game/1979_revolution_black_friday_original_soundtrack,2016-05-16,33.0,"Adventure, Action, Historical",
gog,GOG,PC,198X,9.99,9.99,0.0,https://www.gog.com/en/game/198x,2019-06-20,40.0,"Adventure, Arcade, Narrative",
gog,GOG,PC,1nsane,9.99,9.99,0.0,https://www.gog.com/en/game/1nsane,2001-02-05,42.0,"Racing, Arcade, Off-road",
gog,GOG,PC,2064: Read Only Memories,2.49,9.99,75.0,https://www.gog.com/en/game/read_only_memories,2015-10-06,33.0,"Adventure, Point-and-click, Sci-fi",
gog,GOG,PC,2064: Read Only Memories - Sights and Sounds of Neo-SF,8.79,10.99,20.0,https://www.gog.com/en/game/2064_read_only_memories_sights_and_sounds_of_neosf,2015-10-06,29.0,"Adventure, Point-and-click, Sci-fi",
gog,GOG,PC,3 COUNT BOUT,5.99,5.99,0.0,https://www.gog.com/en/game/3_count_bout,1993-03-25,,"Sports, Arcade, Fighting",
gog,GOG,PC,3 Minutes to Midnight - A Comedy Graphic Adventure,24.99,24.99,0.0,https://www.gog.com/en/game/3_minutes_to_midnight_a_comedy_graphic_adventure,2024-08-22,,"Adventure, Point-and-click, Puzzle",
gog,GOG,PC,3 Minutes to Midnight Comic Book (Issue No. 1),4.99,4.99,0.0,https://www.gog.com/en/game/3_minutes_to_midnight_comic_book_issue_no_1,2025-02-03,,"Adventure, Point-and-click, Puzzle",
gog,GOG,PC,3 Minutes to Midnight Deluxe Upgrade,4.94,4.94,0.0,https://www.gog.com/en/game/3_minutes_to_midnight_deluxe_upgrade,,,"Adventure, Point-and-click, Puzzle",
gog,GOG,PC,3 Minutes to Midnight Demo,0.0,0.0,0.0,https://www.gog.com/en/game/3_minutes_to_midnight_demo,,,"Adventure, Point-and-click, Puzzle",
gog,GOG,PC,3 Minutes to Midnight Premium Upgrade,9.98,9.98,0.0,https://www.gog.com/en/game/3_minutes_to_midnight_premium_upgrade,,,"Adventure, Point-and-click, Puzzle",
gog,GOG,PC,3 Minutes to Midnight Soundtrack,9.99,9.99,0.0,https://www.gog.com/en/game/3_minutes_to_midnight_soundtrack,2024-08-29,,"Adventure, Point-and-click, Puzzle",
gog,GOG,PC,3 Minutes to Midnight: Adventurer’s Guide,4.99,4.99,0.0,https://www.gog.com/en/game/3_minutes_to_midnight_adventurers_guide,2025-02-03,,"Adventure, Point-and-click, Puzzle",
gog,GOG,PC,3 Minutes to Midnight: Deluxe Edition,29.97,29.97,0.0,https://www.gog.com/en/game/3_minutes_to_midnight_deluxe_edition,,,"Adventure, Point-and-click, Puzzle",
gog,GOG,PC,3 Minutes to Midnight: Premium Edition,34.96,34.96,0.0,https://www.gog.com/en/game/3_minutes_to_midnight_premium_edition,,,"Adventure, Point-and-click, Puzzle",
gog,GOG,PC,3001: A Lust Odyssey,9.74,14.99,35.0,https://www.gog.com/en/game/3001_a_lust_odyssey,2023-01-26,,"Adventure, Visual Novel, Sci-fi",
gog,GOG,PC,40 Winks,5.59,13.99,60.0,https://www.gog.com/en/game/40_winks,1999-11-14,,"Action, Adventure, Platformer",
gog,GOG,PC,4th & Inches,6.99,6.99,0.0,https://www.gog.com/en/game/4th_inches,1988-01-01,,"Sports, Simulation",
gog,GOG,PC,688(I) Hunter/Killer,1.99,9.99,80.0,https://www.gog.com/en/game/688i_hunterkiller,1997-07-04,,"Strategy, Simulation, Naval",
gog,GOG,PC,7 Billion Humans,7.49,14.99,50.0,https://www.gog.com/en/game/7_billion_humans,2018-08-23,43.0,"Simulation, Puzzle, Programming",
gog,GOG,PC,7 Girls War,12.99,19.99,35.0,https://www.gog.com/en/game/7_girls_war,2021-08-28,,"Role-playing, Adventure, Narrative",
gog,GOG,PC,7.62 High Calibre + 7.62 Hard Life,0.74,4.99,85.0,https://www.gog.com/en/game/762_high_calibre_762_hard_life,2015-10-01,,"Strategy, Role-playing, Tactical",
gog,GOG,PC,7Days Origins,8.99,8.99,0.0,https://www.gog.com/en/game/7days_origins,2021-05-03,,"Adventure, Point-and-click",
gog,GOG,PC,7th Legion,5.99,5.99,0.0,https://www.gog.com/en/game/7th_legion,1997-09-30,30.0,"Strategy, Real-time, Sci-fi",
gog,GOG,PC,8 Eyes,3.14,8.99,65.0,https://www.gog.com/en/game/8_eyes,1988-09-27,,"Action, Adventure, Platformer",
gog,GOG,PC,8-Bit Adventures 1 + 2 Bundle,16.79,23.99,30.0,https://www.gog.com/en/game/8bit_adventures_1_2_bundle,2023-02-10,,"Role-playing, Adventure, Fantasy",
gog,GOG,PC,8-Bit Adventures 1: Bundle,5.99,11.99,50.0,https://www.gog.com/en/game/8bit_adventures_1_bundle,2015-03-31,,"Role-playing, Adventure, Fantasy",
gog,GOG,PC,8-Bit Adventures 1: Soundtrack & Composer's Selection,3.49,4.99,30.0,https://www.gog.com/en/game/8bit_adventures_1_soundtrack_composers_selection,2015-07-13,,"Role-playing, Adventure, Fantasy",
gog,GOG,PC,8-Bit Adventures 1: The Forgotten Journey Remastered Edition,4.99,9.99,50.0,https://www.gog.com/en/game/8bit_adventures_1_the_forgotten_journey_remastered_edition,2015-03-31,,"Role-playing, Adventure, Fantasy",
gog,GOG,PC,8-Bit Adventures 2,13.99,19.99,30.0,https://www.gog.com/en/game/8bit_adventures_2,2023-01-31,,"Role-playing, Adventure, Fantasy",
gog,GOG,PC,8-Bit Adventures 2: Bundle,20.99,29.99,30.0,https://www.gog.com/en/game/8bit_adventures_2_bundle,2023-01-31,,"Role-playing, Adventure, Fantasy",
gog,GOG,PC,8-Bit Adventures 2: Demo,0.0,0.0,0.0,https://www.gog.com/en/game/8bit_adventures_2_demo,2023-01-31,,"Role-playing, Adventure, Fantasy",
gog,GOG,PC,8-Bit Adventures 2: Soundtrack,6.99,9.99,30.0,https://www.gog.com/en/game/8bit_adventures_2_soundtrack,2023-01-31,,"Role-playing, Adventure, Fantasy",
gog,GOG,PC,8-bit Armies,7.49,14.99,50.0,https://www.gog.com/en/game/8bit_armies,2016-04-22,38.0,"Strategy, Real-time, Tactical",
gog,GOG,PC,8-bit Armies - Guardians Campaign,1.99,3.99,50.0,https://www.gog.com/en/game/8bit_armies_guardians_campaign,2016-06-03,33.0,"Strategy, Real-time, Historical",
gog,GOG,PC,8-bit Armies Soundtrack,1.99,3.99,50.0,https://www.gog.com/en/game/8bit_armies_soundtrack,2016-04-22,37.0,"Strategy, Real-time, Tactical",
gog,GOG,PC,8-bit Hordes,7.49,14.99,50.0,https://www.gog.com/en/game/8bit_hordes,2016-08-12,37.0,"Strategy, Real-time, Fantasy",
gog,GOG,PC,8-bit Hordes Soundtrack,1.99,3.99,50.0,https://www.gog.com/en/game/8bit_hordes_soundtrack,2016-08-12,25.0,"Strategy, Real-time, Fantasy",
gog,GOG,PC,8-bit Invaders,7.49,14.99,50.0,https://www.gog.com/en/game/8bit_invaders,2016-12-16,40.0,"Strategy, Real-time, Tactical",
gog,GOG,PC,80 Days,4.99,9.99,50.0,https://www.gog.com/en/game/80_days,2014-07-31,42.0,"Strategy, Simulation, Touring",
gog,GOG,PC,88 Heroes,14.99,14.99,0.0,https://www.gog.com/en/game/88_heroes,2017-03-24,34.0,"Action, Arcade, Platformer",
gog,GOG,PC,8Doors: Arum's Afterlife Adventure,3.99,19.99,80.0,https://www.gog.com/en/game/8doors_arums_afterlife_adventure,2021-04-08,,"Action, Adventure, Platformer",
gog,GOG,PC,8Doors: Arum's Afterlife Adventure Bundle,6.74,22.48,70.0,https://www.gog.com/en/game/8doors_arums_afterlife_adventure_bundle,2021-04-08,,"Action, Adventure, Platformer",
gog,GOG,PC,8Doors: Arum's Afterlife Adventure Soundtrack,3.99,4.99,20.0,https://www.gog.com/en/game/8doors_arums_afterlife_adventure_soundtrack,2021-04-08,,"Action, Adventure, Platformer",
gog,GOG,PC,8th Heaven,12.74,14.99,15.0,https://www.gog.com/en/game/8th_heaven,2024-07-29,,"Simulation, Point-and-click, Sandbox",
gog,GOG,PC,9 Years of Shadows,7.99,19.99,60.0,https://www.gog.com/en/game/9_years_of_shadows,2023-03-27,,"Action, Adventure, Metroidvania",
gog,GOG,PC,99 Levels to Hell,4.99,4.99,0.0,https://www.gog.com/en/game/99_levels_to_hell,2013-02-26,30.0,"Shooter, Arcade, Platformer",
gog,GOG,PC,9th Dawn III,9.59,15.99,40.0,https://www.gog.com/en/game/9th_dawn_iii,2020-10-06,,"Action, Role-playing",
gog,GOG,PC,A Bird Story,3.99,3.99,0.0,https://www.gog.com/en/game/a_bird_story,2014-11-07,36.0,"Adventure, Action, Fantasy",
gog,GOG,PC,A Bird Story - Original Soundtrack,2.99,2.99,0.0,https://www.gog.com/en/game/a_bird_story_original_soundtrack,2014-11-07,36.0,"Adventure, Action, Fantasy",
gog,GOG,PC,A Boy and His Blob,3.49,9.99,65.0,https://www.gog.com/en/game/a_boy_and_his_blob,2016-01-19,39.0,"Action, Adventure, Platformer",
gog,GOG,PC,A Boy and His Blob Retro Collection,9.99,9.99,0.0,https://www.gog.com/en/game/a_boy_and_his_blob_retro_collection,2023-12-01,,"Adventure, Action, Puzzle",
gog,GOG,PC,A Building Full of Cats,1.99,1.99,0.0,https://www.gog.com/en/game/a_building_full_of_cats,2022-07-07,,"Adventure, Point-and-click, Hidden Object",
gog,GOG,PC,A Building Full of Cats 2,6.99,6.99,0.0,https://www.gog.com/en/game/a_building_full_of_cats_2,2025-06-16,,"Adventure, Point-and-click, Hidden Object",
gog,GOG,PC,A Building Full of Cats 2 Soundtrack,1.99,1.99,0.0,https://www.gog.com/en/game/a_building_full_of_cats_2_soundtrack,2025-06-16,,"Adventure, Point-and-click, Hidden Object",
gog,GOG,PC,A Building Full of Cats Soundtrack,0.99,0.99,0.0,https://www.gog.com/en/game/a_building_full_of_cats_soundtrack,2023-02-02,,"Adventure, Point-and-click, Hidden Object",
gog,GOG,PC,A Castle Full of Cats,3.99,3.99,0.0,https://www.gog.com/en/game/a_castle_full_of_cats,2022-11-09,,"Adventure, Point-and-click, Hidden Object",
gog,GOG,PC,A Castle Full of Cats: Bag of Treats,1.99,1.99,0.0,https://www.gog.com/en/game/a_castle_full_of_cats_bag_of_treats,2022-11-09,,"Adventure, Point-and-click, Hidden Object",
gog,GOG,PC,A Fistful of Gun,0.99,9.99,90.0,https://www.gog.com/en/game/a_fistful_of_gun,2015-09-24,33.0,"Shooter, Action, Historical",
gog,GOG,PC,A Fistful of Gun Soundtrack,0.98,2.99,67.0,https://www.gog.com/en/game/a_fistful_of_gun_soundtrack,2015-09-24,20.0,"Shooter, Action, Historical",
gog,GOG,PC,A Game Of Thrones - A Dance With Dragons,4.99,4.99,0.0,https://www.gog.com/en/game/a_game_of_thrones_a_dance_with_dragons,2021-04-07,,"Strategy, Card Game, Fantasy",
gog,GOG,PC,A Game Of Thrones - A Feast For Crows,4.99,4.99,0.0,https://www.gog.com/en/game/a_game_of_thrones_a_feast_for_crows,2022-04-13,,"Strategy, Card Game, Fantasy",
gog,GOG,PC,A Game of Thrones: The Board Game,19.99,19.99,0.0,https://www.gog.com/en/game/a_game_of_thrones_the_board_game,2020-10-06,,"Strategy, Card Game, Fantasy",
gog,GOG,PC,A Golden Wake,9.99,9.99,0.0,https://www.gog.com/en/game/a_golden_wake,2014-10-09,34.0,"Adventure, Point-and-click, Modern",
gog,GOG,PC,A Hat in Time,29.99,29.99,0.0,https://www.gog.com/en/game/a_hat_in_time,2017-10-05,44.0,"Action, Adventure, Platformer",
gog,GOG,PC,A Hat in Time - Nyakuza Metro,4.99,4.99,0.0,https://www.gog.com/en/game/a_hat_in_time_nyakuza_metro,2019-05-10,34.0,"Action, Adventure, Platformer",
gog,GOG,PC,A Hat in Time - Seal the Deal,4.99,4.99,0.0,https://www.gog.com/en/game/a_hat_in_time_seal_the_deal,2018-09-13,35.0,"Action, Adventure, Platformer",
gog,GOG,PC,A Hat in Time OST,9.99,9.99,0.0,https://www.gog.com/en/game/a_hat_in_time_ost,2017-10-05,46.0,"Action, Adventure, Platformer",
gog,GOG,PC,A HERO AND A GARDEN,4.49,4.99,10.0,https://www.gog.com/en/game/a_hero_and_a_garden,2022-05-05,,"Simulation, Visual Novel, Fantasy",
gog,GOG,PC,A HERO AND A GARDEN - Game + Soundtrack,8.08,8.98,10.0,https://www.gog.com/en/game/a_hero_and_a_garden_game_soundtrack,2022-05-05,,"Simulation, Visual Novel, Fantasy",
gog,GOG,PC,A HERO AND A GARDEN Original Soundtrack and Remix,4.49,4.99,10.0,https://www.gog.com/en/game/a_hero_and_a_garden_original_soundtrack_and_remix,2022-05-05,,"Simulation, Visual Novel, Fantasy",
gog,GOG,PC,A Juggler's Tale,17.99,17.99,0.0,https://www.gog.com/en/game/a_jugglers_tale,2021-09-29,,"Action, Adventure, Fantasy",
gog,GOG,PC,A Juggler's Tale Artbook,3.99,3.99,0.0,https://www.gog.com/en/game/a_jugglers_tale_artbook,2021-09-29,,"Action, Adventure, Platformer",
gog,GOG,PC,A Juggler's Tale Collector's Edition,18.86,18.86,0.0,https://www.gog.com/en/game/a_jugglers_tale_collectors_edition,2021-09-29,,"Action, Adventure, Fantasy",
gog,GOG,PC,A Kiss For The Petals - Maidens of Michael,17.49,34.99,50.0,https://www.gog.com/en/game/a_kiss_for_the_petals_maidens_of_michael,2018-02-22,42.0,"Adventure, Visual Novel, Narrative",
gog,GOG,PC,A Kiss For The Petals - Remembering How We Met,5.19,7.99,35.0,https://www.gog.com/en/game/a_kiss_for_the_petals_remembering_how_we_met,2015-09-25,38.0,"Adventure, Visual Novel, Narrative",
gog,GOG,PC,A Legionary's Life,7.99,7.99,0.0,https://www.gog.com/en/game/a_legionarys_life,2019-09-25,37.0,"Role-playing, Turn-based, Historical",
gog,GOG,PC,A Light in the Dark,7.49,14.99,50.0,https://www.gog.com/en/game/a_light_in_the_dark,2018-06-15,44.0,"Simulation, Visual Novel, Narrative",
gog,GOG,PC,A Light in the Dark: Original Soundtrack,4.99,9.99,50.0,https://www.gog.com/en/game/a_light_in_the_dark_original_soundtrack,2018-06-26,50.0,"Simulation, Visual Novel, Narrative",
gog,GOG,PC,A Light in the Dark: Prologue Manga,2.49,4.99,50.0,https://www.gog.com/en/game/a_light_in_the_dark_prologue_manga,2018-06-26,50.0,"Simulation, Visual Novel, Narrative",
gog,GOG,PC,A Light in the Dark: The Art of A Light in the Dark,3.99,7.99,50.0,https://www.gog.com/en/game/the_art_of_a_light_in_the_dark,2018-09-17,50.0,"Simulation, Visual Novel, Narrative",
gog,GOG,PC,A Little Golf Journey,3.89,12.99,70.0,https://www.gog.com/en/game/a_little_golf_journey,2021-10-14,,"Sports, Adventure",
gog,GOG,PC,A Long Journey to an Uncertain End,24.99,24.99,0.0,https://www.gog.com/en/game/a_long_journey_to_an_uncertain_end,2023-06-28,,"Role-playing, Adventure, Sci-fi",
gog,GOG,PC,A Maiden Astrologer Divines the Future,11.99,11.99,0.0,https://www.gog.com/en/game/a_maiden_astrologer_divines_the_future,2023-01-25,,"Role-playing, Visual Novel, Narrative",
gog,GOG,PC,A Musical Story,14.99,14.99,0.0,https://www.gog.com/en/game/a_musical_story,2022-03-04,,"Adventure, Narrative",
gog,GOG,PC,A Musical Story Demo,0.0,0.0,0.0,https://www.gog.com/en/game/a_musical_story_demo,2022-03-04,,"Adventure, Narrative",
gog,GOG,PC,A Musical Story Digital Deluxe Version,22.76,22.76,0.0,https://www.gog.com/en/game/a_musical_story_digital_deluxe_version,2022-03-04,,"Adventure, Narrative",
gog,GOG,PC,A Musical Story Soundtrack,4.99,4.99,0.0,https://www.gog.com/en/game/a_musical_story_soundtrack,2022-03-04,,"Adventure, Narrative",
gog,GOG,PC,A New Beginning: Final Cut,0.99,9.99,90.0,https://www.gog.com/en/game/a_new_beginning,2010-10-08,36.0,"Adventure, Point-and-click, Modern",
gog,GOG,PC,A Night at the Watermill,2.99,3.99,25.0,https://www.gog.com/en/game/a_night_at_the_watermill,2024-01-26,,"Adventure, Point-and-click, Horror",
gog,GOG,PC,A Night at the Watermill – Artbook,0.74,0.99,25.0,https://www.gog.com/en/game/a_night_at_the_watermill_artbook,2024-01-26,,"Adventure, Point-and-click, Horror",
gog,GOG,PC,A Night at the Watermill – Collector's Bundle,4.3,5.38,20.0,https://www.gog.com/en/game/a_night_at_the_watermill_collectors_bundle,2024-01-27,,"Adventure, Point-and-click, Horror",
gog,GOG,PC,A Night at the Watermill – Soundtrack,0.79,0.99,20.0,https://www.gog.com/en/game/a_night_at_the_watermill_soundtrack,2024-01-26,,"Adventure, Point-and-click, Horror",
gog,GOG,PC,A Normal Lost Phone,2.99,2.99,0.0,https://www.gog.com/en/game/a_normal_lost_phone,2017-01-26,,"Adventure, Puzzle, Mystery",
gog,GOG,PC,A Normal Lost Phone - Official Soundtrack,2.99,2.99,0.0,https://www.gog.com/en/game/a_normal_lost_phone_official_soundtrack,2017-01-26,,"Adventure, Puzzle, Mystery",
gog,GOG,PC,A Park Full of Cats - Complete Edition,2.99,2.99,0.0,https://www.gog.com/en/game/a_park_full_of_cats_complete_edition,2024-09-09,,"Adventure, Point-and-click, Hidden Object",
gog,GOG,PC,a pet shop after dark,8.49,9.99,15.0,https://www.gog.com/en/game/a_pet_shop_after_dark,2022-08-30,,"Adventure, Point-and-click, Horror",
gog,GOG,PC,a pet shop after dark - Game + Soundtrack,12.13,13.48,10.0,https://www.gog.com/en/game/a_pet_shop_after_dark_game_soundtrack,2022-08-30,,"Adventure, Point-and-click, Horror",
gog,GOG,PC,a pet shop after dark Soundtrack,4.49,4.99,10.0,https://www.gog.com/en/game/a_pet_shop_after_dark_soundtrack,2022-08-30,,"Adventure, Point-and-click, Horror",
gog,GOG,PC,A Plague Tale Bundle,69.99,69.99,0.0,https://www.gog.com/en/game/a_plague_tale_bundle,2022-12-05,,"Adventure, Action, Stealth",
gog,GOG,PC,A Plague Tale: Innocence,39.99,39.99,0.0,https://www.gog.com/en/game/a_plague_tale_innocence,2019-05-14,44.0,"Adventure, Action, Stealth",
gog,GOG,PC,A Plague Tale: Innocence - Coats of Arms DLC,1.99,1.99,0.0,https://www.gog.com/en/game/a_plague_tale_innocence_coats_of_arms,2019-05-14,37.0,"Adventure, Action, Stealth",
gog,GOG,PC,A Plague Tale: Requiem,49.99,49.99,0.0,https://www.gog.com/en/game/a_plague_tale_requiem,2022-10-18,,"Adventure, Action, Stealth",
gog,GOG,PC,A Plague Tale: Requiem - Protector Pack DLC,2.99,2.99,0.0,https://www.gog.com/en/game/a_plague_tale_requiem_protectors_pack_dlc,2022-10-18,,"Adventure, Action, Stealth",
gog,GOG,PC,A Planet Full of Cats,99.99,99.99,0.0,https://www.gog.com/en/game/a_planet_full_of_cats,,,"Adventure, Point-and-click, Hidden Object",
gog,GOG,PC,A Rat's Quest - The Way Back Home,99.99,99.99,0.0,https://www.gog.com/en/game/a_rats_quest_the_way_back_home,,,"Action, Adventure",
gog,GOG,PC,A Shelter Full of Cats,4.99,4.99,0.0,https://www.gog.com/en/game/a_shelter_full_of_cats,2024-12-09,,"Adventure, Point-and-click, Puzzle",
gog,GOG,PC,A Shelter Full of Cats Soundtrack,1.99,1.99,0.0,https://www.gog.com/en/game/a_shelter_full_of_cats_soundtrack,2024-12-09,,"Adventure, Point-and-click, Puzzle",
gog,GOG,PC,A Short Hike,7.99,7.99,0.0,https://www.gog.com/en/game/a_short_hike,2019-07-30,47.0,Adventure,
gog,GOG,PC,A Space for the Unbound,10.99,19.99,45.0,https://www.gog.com/en/game/a_space_for_the_unbound,2023-01-19,,Adventure,
gog,GOG,PC,A Space for the Unbound - Prologue,0.0,0.0,0.0,https://www.gog.com/en/game/a_space_for_the_unbound_prologue,2020-01-23,,Adventure,
gog,GOG,PC,A Story About My Uncle,14.99,14.99,0.0,https://www.gog.com/en/game/story_about_my_uncle_a,2014-05-28,38.0,"Adventure, FPP, Platformer",
gog,GOG,PC,A Tale of Paper Demo,0.0,0.0,0.0,https://www.gog.com/en/game/a_tale_of_paper_demo,2022-08-19,,"Adventure, Puzzle, Platformer",
gog,GOG,PC,A Tale of Paper: Refolded,3.99,19.99,80.0,https://www.gog.com/en/game/a_tale_of_paper_refolded,2022-08-19,,"Adventure, Puzzle, Platformer",
gog,GOG,PC,A Tale of Paper: Refolded - Digital Deluxe Edition,13.05,23.73,45.0,https://www.gog.com/en/game/a_tale_of_paper_refolded_digital_deluxe_edition,2022-08-19,,"Adventure, Puzzle, Platformer",
gog,GOG,PC,A Tale of Paper: Refolded Soundtrack,2.74,4.99,45.0,https://www.gog.com/en/game/a_tale_of_paper_refolded_soundtrack,2022-08-19,,"Adventure, Puzzle, Platformer",
gog,GOG,PC,A Tale of Two Kingdoms,11.99,11.99,0.0,https://www.gog.com/en/game/a_tale_of_two_kingdoms,2017-10-31,,"Adventure, Point-and-click, Fantasy",
gog,GOG,PC,A TAVERN AFTER DARK - Game + Soundtrack,4.84,5.38,10.0,https://www.gog.com/en/game/a_tavern_after_dark_game_soundtrack,2023-03-24,,"Adventure, Simulation, Fantasy",
gog,GOG,PC,A TAVERN FOR TEA,2.39,2.99,20.0,https://www.gog.com/en/game/a_tavern_for_tea,2023-03-24,,"Adventure, Simulation, Fantasy",
gog,GOG,PC,A TAVERN FOR TEA Soundtrack,2.69,2.99,10.0,https://www.gog.com/en/game/a_tavern_for_tea_soundtrack,2023-03-24,,"Adventure, Simulation, Fantasy",
gog,GOG,PC,A Tiny Sticker Tale,9.99,9.99,0.0,https://www.gog.com/en/game/a_tiny_sticker_tale,2023-10-04,,"Adventure, Puzzle",
gog,GOG,PC,A Tiny Sticker Tale Artbook,3.99,3.99,0.0,https://www.gog.com/en/game/a_tiny_sticker_tale_artbook,2024-10-25,,"Adventure, Puzzle",
gog,GOG,PC,A Tiny Sticker Tale Soundtrack,2.99,2.99,0.0,https://www.gog.com/en/game/a_tiny_sticker_tale_soundtrack,2023-10-04,,"Adventure, Puzzle",
gog,GOG,PC,A Tower Full of Cats,5.99,5.99,0.0,https://www.gog.com/en/game/a_tower_full_of_cats,2024-05-20,,"Adventure, Point-and-click, Hidden Object",
gog,GOG,PC,A Tower Full of Cats Soundtrack,1.99,1.99,0.0,https://www.gog.com/en/game/a_tower_full_of_cats_soundtrack,2024-05-23,,"Adventure, Point-and-click, Hidden Object",
gog,GOG,PC,A Town Uncovered,7.49,14.99,50.0,https://www.gog.com/en/game/a_town_uncovered,2020-10-16,,"Adventure, Visual Novel, Narrative",
gog,GOG,PC,A Void Hope,15.99,15.99,0.0,https://www.gog.com/en/game/a_void_hope,2024-02-29,,"Adventure, Puzzle, Platformer",
gog,GOG,PC,A Week in the Life of Asocial Giraffe,99.99,99.99,0.0,https://www.gog.com/en/game/a_week_in_the_life_of_asocial_giraffe,,,"Adventure, Puzzle, Comedy",
gog,GOG,PC,A Week in the Life of Asocial Giraffe Demo,0.0,0.0,0.0,https://www.gog.com/en/game/a_week_in_the_life_of_asocial_giraffe_demo,2025-02-13,,"Adventure, Puzzle, Comedy",
